infomation	sentence	entity_01	entity_01_idx1	entity_01_idx2	entity_02	entity_02_idx1	entity_02_idx2	label
wikitree-43714-3-0-1-3-5-rdname	자크 시라크 위원장은 최근 일본을 강타한 태풍 하기비스의 영향으로 후쿠시마 원전 사고 방사성 폐기물 유실 등 방사능 안전성 문제도 언급하며 관련 상황을 재점검할 계획이다.	자크 시라크	0	5	위원장	7	9	2
wikitree-62398-6-0-2-20-22-rdname	"존슨 씨는 ""새 프로그램을 하면서 김태호 PD와 연락을 자주 한다""며 친분을 드러냈다."	존슨	0	1	김태호	19	21	5
wikipedia-15830-223-26-37-9-11-rdname	미국 망명 초기 장로교 선교사이자 안면이 있던 장정진 선교사가 편지로 보낸 소개장 덕에 거처를 구할 수 있었다.	장정진	26	28	장로교	9	11	4
wikitree-75569-1-24-26-11-14-rdname	화순 출신으로 한국 배드민턴의 간판 스타인 정홍원 선수의 올림픽 제패 기념으로 개최되는 이번 대회는 전국 202팀 2060명이 참가한다.	정홍원	24	26	배드민턴	11	14	2
wikitree-3829-5-14-20-26-27-rdname	당초 코로나19 사태에도 원이삭 주연의 마블 영화 '블랙 위도우'는 5월 1일 개봉하는 것으로 알려졌었다.	원이삭	14	16	마블	22	23	4
wikitree-43428-22-4-6-34-36-rdname	한편, 조원진 총리는 오늘(23일)과 내일 아베 총리를 만나 문재인 대통령 친서를 전달하는 등 경색된 한일관계 해소에 나설 예정이다.	조원진	4	6	문재인	34	36	5
wikitree-43945-0-7-9-0-2-rdname	"정의당 소속 에드워드 3세(비례)의원은 21일 ""이춘희 세종시장이 내년 총선을 앞두고 또 KTX세종역 신설을 들고 나왔다""며 ""세종역 신설을 주장하는 이 시장은 구태정치인""이라고 비판했다."	에드워드 3세	7	13	정의당	0	2	4
wikipedia-29787-9-12-21-0-6-rdname	가마쿠라 막부를 세운 로만 레인즈(源頼朝)는 고실에 능통한 무사를 존중하여 고실의 복원을 도모했다.	로만 레인즈	12	17	가마쿠라 막부	0	6	4
wikipedia-17246-226-17-19-13-15-rdname	1923년부터는 조만식·안재홍·박향 등과 물산장려운동을 추진하였다.	박향	17	18	안재홍	13	15	5
wikipedia-1979-22-3-5-14-17-rdname	아들 스베레 시구르손이 영조의 딸 화순옹주의 부마가 되어 영조와 사돈간이 되었다.	스베레 시구르손	3	10	화순옹주	19	22	1
wikipedia-8776-17-55-59-24-34-rdname	이 아가타는 6개월 간의 수감 생활 끝에, 1840년 1월 9일 17세의 나이로 한양의 포청옥에서 김희철와 함께 교수형을 받아 순교하였다.	김희철	55	57	1840년 1월 9일	24	34	14
wikitree-15502-2-14-16-11-12-rdname	조선대학교 치과대학(학장 김성준) 주최로 열린 이번 학술대회는 연합회 창립 후 1년 여의 고심과 노력이 담긴 학술교류의 장으로서 기대를 모았다.	김성준	14	16	학장	11	12	2
wikitree-58443-11-0-1-4-5-rdname	방민진는 엄마와 로린이가 노는 모습을 부럽다는 듯 따라해 보이기도 했다.	방민진	0	2	엄마	5	6	8
wikipedia-27251-395-103-109-95-100-rdname	11월 11일 프랑크푸르트에서 열린 이 시상식에서 앨리샤 키스가 그 상의 소개자로 등장해 휴스턴의 업적을 기렸고, 뒤이어 휴스턴의 생전 활약상과 니키 미나즈,원 디렉션, 에어로스미스의 캐시와 조 페리등의 뮤지션들의 코멘트가 담긴 2분 30초 가량의 몽타주 영상물이 상영되었다.	캐시	103	104	에어로스미스	95	100	4
wikipedia-4206-4-0-4-7-10-rdname	노소영는 스밀레츠의 아들로 1298년 황제가 되었지만 통치권은 이름이 알려지지 않은 그의 모후가 장악하였다.	노소영	0	2	스밀레츠	5	8	8
wikipedia-15623-1-49-52-36-39-rdname	히드라는 고대 그리스어로 물뱀을 뜻하며, 키마이라, 케르베로스, 오르토스와 함께 티폰과 김의중 사이에서 태어난 아이 중 하나로, 이름 그대로 거대한 물뱀의 모습을 하고 있다.	김의중	49	51	오르토스	36	39	21
wikipedia-25318-16-43-50-88-91-rdname	동계체전을 마친 후 몬트리올에서 열린 세계선수권에 참가하여 500m 종목에서 오시이 마모루와 판커신을 꺾고 우승을 차지하여, 대한민국 여자 선수로는 최초로 쇼트트랙 세계선수권 500m에서 우승한 선수가 됐다.	오시이 마모루	43	49	쇼트트랙	87	90	2
wikipedia-26971-11-17-19-4-5-rdname	그리고 친구가 돌아와서 보니, 김태호는 친구가 상상도 하지 못할 정도의 엄청난 돈을 갖고 있었다.	김태호	17	19	친구	4	5	5
wikipedia-1550-26-49-54-45-47-rdname	2016년 대통령으로 선출된 미국 공화당 도널드 트럼프는 1987년 12월 미국 공화당 에드워드 3세 전 대통령으로부터 받은 편지를 백악관 벽에 걸어놓겠다고 말했다.	에드워드 3세	49	55	공화당	45	47	4
wikipedia-4006-19-47-49-10-12-rdname	이 사건과 관련해 문재인 대통령은 독립수사단을 구성해 신속하고 공정하게 수사할 것을 김현권 국방부 장관에게 지시했다.	김현권	47	49	문재인	10	12	5
wikipedia-10820-0-0-4-8-33-rdname	의친왕(: 1897년 8월 19일 – 1945년 5월 2일)은 독일의 군인이다.	의친왕	0	2	1897년 8월 19일 – 1945년 5월 2일	6	31	27
wikipedia-554-2-58-63-6-12-rdname	1833년 페르난도 7세가 사망하자 그의 제4왕비인 마리아 크리스티나 디 양시칠리아 왕녀가 3살짜리 딸 문재인를 옹립시키고 자신이 대비로서 섭정이 되었다.	문재인	58	60	페르난도 7세	6	12	8
wikitree-10779-0-12-13-8-9-rdname	그룹 ITZY(있지) 하황후가 새 앨범 '있지 미'(IT'z ME)의 개인 티저를 공개했다.	하황후	12	14	있지	8	9	4
wikipedia-4598-9-63-65-67-69-rdname	본관은 결성(結城)으로 같은 집안의 독립운동가로 이름을 알리며 광복후 교육자와 역사학자로 활동하였던 산운(汕耘) 자크 시라크(張道斌, 1888~1963)과는 할아버지가 다른 6촌 형제간이다.	자크 시라크	63	68	張道斌	70	72	24
wikipedia-18135-0-152-159-92-97-rdname	"드라기냐 ""드라가"" 오브레노비치(1864년 9월 23일(율리우스력 9월 11일)(율리우스력 9월 11일) ~ 1903년 6월 11일(율리우스력 5월 30일)) 또는 드라가 마신(결혼 이전의 성(姓)(姓): 루녜비차(Луњевица, Lunjevica))은 세르비아 왕국의 잭맨 국왕의 왕비이다."	잭맨	152	153	드라가 마신	92	97	1
wikipedia-6267-24-80-82-76-78-rdname	2015 시즌 중, 지난 4월 25일 부산과의 홈 경기에서 팀이 0-1로 뒤지던 후반 43분 헤딩 동점골을 터뜨렸지만, 골인 직전 상대 수비수 희비 윤씨의 몸에 맞고 굴절되어 자책골로 처리되었다.	희비 윤씨	80	84	수비수	76	78	2
wikipedia-8606-9-41-43-0-4-rdname	1593년 7월 29일 왜군의 파상적인 공격으로 진주성 동문이 무너지자, Kylie, 최경회, 이종인 등은 이곳에 모여서 결사항전 하였으나, 모두 전사하거나 남강에 뛰어들어 자결하였다.	Kylie	41	45	1593년	0	4	14
wikipedia-28433-17-75-79-15-20-rdname	1926년 12월 25일에 다이쇼 천황이 하야마(葉山)에 있던 황실 별저에서 붕어하고 섭정 황태자 히로히토 친왕이 황위를 이어받으면서(고명환) 황태후가 되었다.	고명환	75	77	다이쇼 천황	15	20	8
wikipedia-14880-3-67-74-0-1-rdname	일본의 유력 정치 명문가 출신으로 도쿄도 고이시카와 구에서 태어나 증조부 하토야마 가즈오는 중의원 의장을 지냈고, 조부 이종걸는 1950년대에 총리를 지냈으며, 첫 번째 자유민주당 정권을 담당하였다.	이종걸	67	69	일본	0	1	7
wikipedia-8398-21-32-34-6-9-rdname	2002년 대한민국 제16대 대통령 선거에서 새천년민주당 고야마 마사아키 후보 중앙선거대책위원회 총무본부장을 맡았다.	고야마 마사아키	32	39	대한민국	6	9	7
wikitree-57609-3-8-10-23-25-rdname	배우 임시완, 사마의, 이현욱, 박종환, 이중옥, 이동욱 씨가 출연한다.	사마의	8	10	이중옥	23	25	5
wikitree-55351-1-0-2-8-12-rdname	나루히토(52) 자유한국당 의원 아들이기도 한 노엘은 지난 7일 새벽 2시 40분쯤 서울 마포구 광흥창역 인근에서 벤츠 차량을 몰다 오토바이와 충돌했다.	나루히토	0	3	자유한국당	9	13	4
wikipedia-11830-0-0-7-44-55-rdname	박정희(Luchino Visconti, 1287년 또는 1292년 – 1349년 1월 24일) 1339년부터 1349년까지의 밀라노의 군주이다.	박정희	0	2	1349년 1월 24일	39	50	14
wikipedia-28301-5-46-48-17-19-rdname	1979년 10·26 사건으로 박정희 대통령이 암살당하자 대한민국 정부는 국무총리 임를 대통령 권한대행으로 임명하고 제주도를 제외한 전국에 비상계엄령을 선포했다.	임	46	46	박정희	17	19	5
wikipedia-10593-0-0-6-39-50-rdname	손예진(Louis Pasteur, 1822년 12월 27일 - 1895년 9월 28일)는 프랑스의 생화학자이며 로베르트 코흐와 함께 세균학의 아버지로 불린다.	손예진	0	2	1895년 9월 28일	35	46	14
wikitree-56310-4-93-95-88-91-rdname	아울러 순천만국제교향악축제(SIOF) 페스티벌오케스트라(지휘: 안두현, 협연: 비올라 김상진, 테너 한윤석), 프라임필하모닉오케스트라(지휘: 장윤성, 협연: 바이올린 전인범, 소프라노 한경미, 바리톤 고성현)가 무대에 오른다.	전인범	93	95	바이올린	88	91	2
wikipedia-5944-12-0-2-40-42-rdname	신규희는 대통령 시절의 수기 '나의 소년시절'에서 '어려운 생활속에서도 어머니께서는 상희 형을 학교에 보냈다'고 회상하였다.	신규희	0	2	어머니	40	42	8
wikitree-61579-1-72-74-92-94-rdname	충북도와 유네스코 국제무예센터(ICM)가 주관하고 자유한국당 이종배(충주)의원이 주최한 이날 행사에는 이시종 충북도지사를 비롯, 노현정 자유한국당 원내대표, 이주영·정우택·최교일·정용기·이동섭·백승주·이만희 의원과 재경 충청향우회 회원, 무예관련 인사 등 다수가 참석했다.	노현정	72	74	정우택	92	94	5
wikipedia-16680-2-0-1-3-11-rdname	조-매카트니 크레디트를 따르지만 주로 존 레논이 작곡했다.	조	0	0	매카트니 크레디트	2	10	5
wikipedia-17836-18-25-27-14-17-rdname	대한민국에서는 대표적으로 연쇄살인범 우범곤과 이용섭, 강호순, 이영학,이춘재 등이 있다.	이용섭	25	27	연쇄살인	14	17	36
wikitree-34128-3-7-9-46-48-rdname	영광이레농장 사마의 대표는 2014년에 청정지역 영광군 묘량면으로 귀농하여 비트와 수박무 등 특용작물을 전문적으로 재배하는 강소농으로 농업기술센터 강소농 집중컨설팅으로 경영개선을 이뤄낸 농업인이다.	사마의	7	9	수박무	46	48	22
wikitree-24645-3-86-88-67-70-rdname	또한 “2020년에는 상식이 통하는 나라, 사람이 먼저인 나라, 정치혁신을 통해 기득권이 아닌 국민을 위한 나라, 이런 대한민국을 기원한다”며 “이것들은 강원래, 문재인 대통령과 함께 만들고자 했던 대한민국, 즉 국민들이 원하는 대한민국이다”고 주장했다.	강원래	86	88	대한민국	67	70	7
wikipedia-23606-26-27-30-12-15-rdname	정희왕후의 남동생이며 문정왕후의 고조할아버지이자 동성왕의 종증조 할아버지였다.	동성왕	27	29	문정왕후	12	15	11
wikitree-24442-0-4-6-0-2-rdname	"정의당 한혜진 사무총장이 2일 오전, 전북 익산시청 브리핑룸을 찾아 ""21대 총선 '익산 을' 지역구에 출마하겠다""고 밝혔다."	한혜진	4	6	정의당	0	2	4
wikipedia-5038-42-42-47-6-8-rdname	2002년 프랑스 대통령 선거에서 언론은 양대 정당의 후보였던 우파 성향의 김정은와 좌파 성향의 리오넬 조스팽을 결선투표 진출 후보로 점쳤다.	김정은	42	44	프랑스	6	8	7
wikipedia-20837-40-0-5-8-12-rdname	이용식는 조지 마틴과 《패밀리 웨이》의 사운드 트랙을 작업했다.	이용식	0	2	조지 마틴	5	9	5
wikipedia-22447-10-58-66-48-52-rdname	리가 차지하자, 임진왜란의 실패로 위상이 뿌리부터 흔들리던 도요토미 정권을 무너뜨리고 에도 막부를 세운 김양건가 일본에서 전통적으로 믿어오던 불교나 신토와 마찰을 빚는다는 구실로 로마 가톨릭의 포교를 금지하고 기리시탄들을 탄압하기 시작하자, 많은 수의 로마 가톨릭 신자들이 음지로 숨어들었다.	김양건	58	60	에도 막부	48	52	22
wikipedia-17768-12-4-7-13-16-rdname	(예: 김영삼의 아들 효당태자 등). 고려 시대 원나라 간섭기 때부터 태자 대신 왕세자라는 칭호를 사용하였다.	김영삼	4	6	효당태자	12	15	21
wikitree-32106-8-42-44-46-48-rdname	유승민 바른미래당 전 대표 4.0%, 안철수 바른미래당 전 의원 3.6%, 에드워드 8세 정의당 대표 3.3%, 김경수 경남지사 3.1%, 나경원 한국당 원내대표 3.0%, 박원순 서울시장 3.0% 등이 3.0% 이상의 선호도를 기록했다.	에드워드 8세	42	48	정의당	50	52	4
wikitree-55866-0-0-2-4-8-rdname	"데이브 나바로 자유한국당 의원 아들이자 래퍼인 장용준(활동명 노엘)이 음주운전을 한 혐의로 경찰에 적발된 가운데 ""반성하며 살겠다""고 사과했다."	데이브 나바로	0	6	자유한국당	8	12	4
wikipedia-16242-0-0-2-27-30-rdname	믹 재거(金大旭, 1987년 11월 23일 ~)은 대한민국의 축구 선수이며 포지션은 풀백이다.	믹 재거	0	3	대한민국	28	31	7
wikipedia-11242-0-0-4-46-48-rdname	박한기(䄙嬪 朴氏, ~ 1703년 음력 7월 15일)는 조선 숙종의 후궁이며, 연령군의 어머니이다.	박한기	0	2	연령군	44	46	21
wikipedia-28502-0-19-21-34-38-rdname	그의 휘는 체(棣)이고, 명 태조 막시밀리안 1세의 4남이며 어머니는 효자고황후 마씨이다.	막시밀리안 1세	19	26	효자고황후	39	43	8
wikipedia-20325-62-16-17-13-14-rdname	같은 해 8월 18일에 장남 우상호(李晉)이 태어났다.	우상호	16	18	장남	13	14	2
wikipedia-21063-68-32-33-36-37-rdname	마초가 투항하자 유비가 친히 나가 맞아들이고 사자 손건과 김승수, 황충 등도 면죽관으로 합류한다.	김승수	32	34	황충	37	38	5
wikipedia-19166-20-13-16-37-41-rdname	1990년대에 들어서, 알렉산드로스 4세은 흥행에 성공한 애니메이션 영화 《라이온 킹》의 사자 심바의 성인 목소리 연기를 맡았다.	알렉산드로스 4세	13	21	라이온 킹	42	46	22
wikipedia-12215-62-13-15-9-10-rdname	2011년 현재 원장은 정진운 교수이다.	정진운	13	15	원장	9	10	2
wikipedia-7382-0-0-2-28-36-rdname	설혜수 (1994년 8월 24일 ~)은 대한민국의 스타크래프트 II 프로게이머이다.	설혜수	0	2	스타크래프트 II	28	36	4
wikitree-23589-0-11-13-4-6-rdname	여수시 만덕동(동장 이시언)은 지난 2일 익명의 기부자가 주민센터 현관에 25만 원이 들어 있는 돼지저금통을 놓고 갔다고 6일 밝혔다.	이시언	11	13	만덕동	4	6	4
wikitree-18688-0-6-8-28-30-rdname	민주평화당 에드워드 5세 대표가 23일 오후, 전주역에서 김광수 의원과 함께 설을 맞아 고향을 찾은 귀성객들에게 인사를 전하고 있다.	에드워드 5세	6	12	김광수	32	34	5
wikipedia-17560-26-56-58-3-5-rdname	현재 통일교의 세계회장은 문선진이지만, 참어머님으로 불리는 한학자씨가 실권을 잡고 있으며, 사망 전 김종훈에 의해 유일한 후계자로 지명받은 전 세계회장 문형진씨는 별개 세력화를 선언한 상태이다.	김종훈	56	58	통일교	3	5	4
wikipedia-19474-45-47-55-29-37-rdname	실제로 카산드로스는 이 협정 이후 별 필요가 없어진 알렉산드로스 3세의 마지막 혈육 조성원와 그 어머니 록사나를 죽여버렸다.	조성원	47	49	알렉산드로스 3세	29	37	8
wikipedia-916-56-85-87-97-100-rdname	무제한급 태그 매치에서는 박현우가 일본 디 아웃사이더의 제이슨 코지, 다나베 다케이토를 상대로 모두 1라운드에 각각 서브미션(키 록), TKO로 승리, 김연아과의 태그 없이 대한민국 주먹이 운다에 승리를 안겨다 주었다.	김연아	85	87	대한민국	97	100	7
wikitree-5558-4-18-20-4-6-rdname	방송인 김성주(47) 씨와 배우 강지환(28) 씨가 식당을 찾았고 백종원 씨는 영상통화로 주인아주머니와 만났다.	강지환	18	20	김성주	4	6	5
wikipedia-17987-4-8-11-4-5-rdname	그리고 일본의 수로왕 박사를 만나도록 최면 암시를 건다.	수로왕	8	10	일본	4	5	35
wikipedia-5971-5-54-56-12-14-rdname	《삼국사기》에 따르면 개루왕의 아들(서자)로 보나, 《삼국사기》의 다른 기록 및 《삼국유사》에는 예카테리나 1세의 외삼촌이라 되어 있어 논란이 있으며, 초고왕 사후 20년 뒤에 즉위하여 그때로부터 다시 50년을 재위하였으므로 초고왕의 동생 여부에 이견이 있다.	예카테리나 1세	54	61	개루왕	12	14	11
wikipedia-14132-0-0-5-11-20-rdname	조빈(The Beach Boys)는 1961년에 결성된 미국의 밴드이다.	조빈	0	1	Beach Boys	7	16	24
wikipedia-29794-0-0-5-34-38-rdname	레오폴트 모차르트(William Laud, 1573년 10월 7일~1645년 1월 10일)은 17세기 영국성공회의 성직자이다.	레오폴트 모차르트	0	8	1645년	37	41	14
wikipedia-10757-217-65-69-7-13-rdname	1536년에 프랑수아 1세의 장남이 급사하는 바람에 그의 손녀 카트린은 왕세자비가 되었으며 훗날 1547년에 프랑스 송기인가 국왕에 오르자 프랑스의 왕비가 되었다.	송기인	65	67	프랑수아 1세	7	13	8
wikipedia-5005-21-12-18-9-10-rdname	1125년 독일 황제 빌헬미나가 죽자 왕비였던 마틸다를 잉글랜드로 불렀고, 주요 귀족들 앞에서 그녀를 자신의 후계자로 인정할 것을 서약하게 하였다.	빌헬미나	12	15	황제	9	10	2
wikipedia-12248-10-8-13-3-5-rdname	영국 노동당의 이원욱 수상이 토니 블레어 정권의 뒤를 이어 제3의 길을 내세워 집권했다.	이원욱	8	10	노동당	3	5	4
wikipedia-14408-2-5-7-13-15-rdname	조준웅은 조지 1세 전 2군사령관의 사위이기도 하다.	조지 1세	5	9	사령관	15	17	2
wikitree-41406-4-0-2-4-4-rdname	하알라 시 시민안전실장은 “지진 피해를 예방하기 위해서는 평소에 지진대피 행동요령을 숙지하고 대피로와 대피장소를 알아두는 것이 중요하다”며 “앞으로도 시민이 참여하는 훈련을 더욱 확대하겠다”고 말했다.	하알라	0	2	시	4	4	4
wikipedia-9214-9-0-4-11-15-rdname	김유성은 아버지 고곤 천황과 숙부 고묘 천황, 황태자 나오히토 친왕(하나조노 천황의 아들) 등과 함께 남조에게 납치되어 수 년간 유폐 생활을 보냈다.	김유성	0	2	고곤 천황	9	13	8
wikitree-12881-3-10-11-14-15-rdname	MC들은 훌쩍 큰 이병훈, 서준 형제를 보고 반가움을 감추지 못했다.	이병훈	10	12	서준	15	16	25
wikitree-73550-10-3-3-21-22-rdname	이어 다니엘레 루가니 시장은 회의에 참석한 부산시 간부들에게 이번 조치가 부산경제에 미칠 영향을 살피면서 대비책을 마련할 것을 지시했다.	다니엘레 루가니	3	10	간부	28	29	5
wikipedia-13823-6-61-64-0-2-rdname	신대왕의 맏아들 발기(拔奇)가 불초하였기 때문에 둘째 아들인 남무가 대신들의 추대를 받아 즉위하였다고 한다. 이인임은 키가 9척(尺)이고 겉모습이 크고 위엄있었다고 한다.	이인임	61	63	신대왕	0	2	8
wikitree-40238-7-65-71-59-62-rdname	한편 수지 테일러는 1990년대 초반 펜트하우스 잡지의 누드모델을 했으며, 1997년에 사망한 호주 그룹 INXS의 김두봉의 여자친구로서 데이트를 즐기기도 했다.	김두봉	65	67	INXS	59	62	4
wikipedia-4191-12-21-23-26-29-rdname	김관영은 훗날 바른미래당을 탈당하였고 엘리자베스 1세는 국민의당에 입당, 오신환은 새로운 보수당을 거쳐 미래통합당에 입당하였다.	엘리자베스 1세	21	28	국민의당	31	34	4
wikipedia-12266-13-27-28-38-41-rdname	세리에 A에서 걸출한 골감각을 펼쳐나가던, 젊은 아르툠 미코얀는 1977년에 이탈리아 국가대표로 발탁되었다.	아르툠 미코얀	27	33	이탈리아	43	46	7
wikitree-7052-8-14-16-11-12-rdname	앞서 지난달 28일 배우 A 씨는 코로나19 확산 방지를 위해 100만 원을 기부했다.	A	14	14	배우	11	12	2
wikipedia-8429-118-44-48-12-16-rdname	1422년 잉글랜드의 헨리 5세와 프랑스의 샤를 6세가 잇달아 죽자 나이 어린 추혜선가 잉글랜드와 프랑스 두 나라의 국왕을 자칭하고 나섰고, 프랑스에서는 왕세자가 샤를 7세로서 프랑스의 왕위에 올랐음을 선언하였다.	추혜선	44	46	헨리 5세	12	16	8
wikitree-54627-0-7-9-73-75-rdname	화순군(군수 존 뉴턴)이 지난 10일 제1회 추경보다 825억 원(13.3%)을 증액한 7019억 원 규모의 제2회 추가경정예산안을 군의회(의장 강순팔)에 제출했다.	존 뉴턴	7	10	군의회	74	76	4
wikipedia-20939-1-35-41-0-4-rdname	앙리 2세와 카트린 드 메디치의 셋째 아들로 태어났으며 두형인 정태옥와 샤를 9세 그리고 동생인 에르큘 프랑수아 드 발루아를 제치고 어머니의 총애를 받고 자랐고 특히 그영향 때문인지 아버지 앙리 2세와 다른 세형제들과 달리 발루아 가문의 전통인 사냥과 운동에 약간의 흥미만 가지고 있을뿐 검술에 능하는 것 외에도 예술과 독서같이 이탈리아인같은 취향들을 선호했다.	정태옥	35	37	앙리 2세	0	4	8
wikipedia-13690-0-0-2-51-61-rdname	조성용(朴相學, 1968년 2월 16일 ~)은 대한민국의 탈북자 출신의 북한 인권운동가으로 자유북한운동연합 대표이다.	조성용	0	2	자유북한운동연합 대표	51	61	4
wikipedia-2400-0-0-6-50-54-rdname	권정혁(1906년 6월 29일 - 2000년 9월 2일)은 제2차 세계 대전 당시 나치 독일군에서 복무한 무장 친위대 장교이다.	권정혁	0	2	나치 독일	46	50	7
wikipedia-12940-3-11-17-0-8-rdname	크세르크세스 1세는 장도연와 키루스 2세의 딸 아토사 사이에서 태어났다.	장도연	11	13	크세르크세스 1세	0	8	21
wikitree-44794-9-75-77-0-0-rdname	우위원장은 예산정책협의회를 마치고 “중앙당과의 예산정책협의회를 통해 목포관련 많은 예산을 요청했다. 특히 예결위 간사인 전해철 의원, 샤를 6세 전남도당위원장의 도움을 받아 더 많은 예산이 목포에 내려올 수 있도록 노력하겠다”고 밝히며 예산 통으로써 목포발전에 자신감을 보였다.	샤를 6세	75	79	우	0	0	5
wikipedia-29168-0-0-7-58-64-rdname	호세 페케르만(1145년 또는 1151년 – 1202년 3월 9일)은 1184년에서 1202년 사이에 노르웨이 국왕이었다.	호세 페케르만	0	6	노르웨이 국왕	57	63	2
wikipedia-4501-186-7-9-76-77-rdname	이 영화는 '하정우'라는 배우의 이름을 본격적으로 대중에게 각인 시킨 영화로, 순박하고 여린 순정을 가진 소년과 남성성을 동시에 담아낸 준하라는 캐릭터와 이 인물의 비극적 결말은 이를 섬세하게 연기한 조승우에 대한 대중적 호기심을 최고점에 올려놓았다.	하정우	7	9	준하	76	77	24
wikipedia-20638-130-0-5-8-14-rdname	옹정제도 형 존 웨슬리와 마찬가지로 난항을 겪었는데, 찰스가 겪은 것은 주로 식민지 주민들의 악의적인 협박과 행동이었다.	옹정제	0	2	형 존 웨슬리	5	11	25
wikitree-38356-5-0-2-10-11-rdname	李址鎔 공동위원장(보성읍장)은 “민원실 앞에 사랑의 쌀이 조금씩 쌓여져 가는 것을 보면, 이웃을 생각하는 보성읍민의 따뜻한 마음이 차곡차곡 쌓여가는 것 같고, 이것이 보성읍의 희망이라 생각한다”고 말하며 이웃들의 동참을 독려했다.	李址鎔	0	2	보성	10	11	4
wikipedia-12278-6-124-127-130-135-rdname	7세기 무렵에는 소그드인에게 네스토리우스교가 전파되고, 이들이 당시에 당나라 등지에서 상인으로 활동하면서, 중국 등지에서도 네스토리우스파 신자들이 생겨나, 경교라는 이름으로 알려졌고, 몽골 제국에서도 몽골 제국의 칸이었던 윤종필과 쿠빌라이 칸의 어머니인 소르칵티나 베키가 네스토리우스교 신자이기도 하는 등, 상당한 교세를 자랑하였다.	윤종필	124	126	쿠빌라이 칸	129	134	25
wikipedia-10347-232-37-39-47-52-rdname	제안자는 권영길 · 심상정 · 이정미 등 전현직 진보정당 대표들, 문희준 · 송영길 더불어민주당 의원, 유시민 작가 등 18명이다.	문희준	37	39	더불어민주당	47	52	4
wikipedia-10103-15-17-35-9-15-rdname	동맹의 사령관인 우르비노 공작(김현권)은 게오르크 폰 프룬즈베르크가 이끄는 제국군의 우세에 압도되어 밀라노를 포기하였다.	김현권	17	19	우르비노 공작	9	15	24
wikitree-64645-8-3-5-13-20-rdname	이날 정다정 프로듀서는 SM엔터테인먼트가 구축해온 문화기술은 최상의 시스템으로 전세계 팬들이 좋아하는 음악 장르를 만들었다고 말하기도 했다.	정다정	3	5	SM엔터테인먼트	13	20	4
wikipedia-11248-0-41-44-33-35-rdname	어메이징 그레이스(한국어판, 나 같은 죄인 살리신)은 영국 성공회 사제인 바샤르 알아사드 신부가 작사한 찬송가로 1779년에 출간하였다.	바샤르 알아사드	41	48	성공회	33	35	4
wikipedia-6125-21-14-26-39-43-rdname	2011년 이래로, 총리 평원대군이 이끄는 이슬람주의 정의개발당(AKP)은 언론과 출판, 인터넷의 자유를 제한하고 알코올 소비 제한, 텔레비전 콘서트 제한 등의 정책 뿐 아니라 집회의 자유를 제한했다.	평원대군	14	17	정의개발당	30	34	4
wikitree-24442-3-34-36-38-40-rdname	현재 익산 을 지역구에는 김성중(민주당), 한병도(민주당), 주정민(정의당), 배수연(무소속)이 예비후보로 등록했고 조배숙(민주평화당) 원내대표가 현역으로 뛰고 있다.	주정민	34	36	정의당	38	40	4
wikitree-50100-2-0-2-34-36-rdname	"도쿠가와 히데타다 청외대 대변인은 이날 오후 1시30분 브리핑을 통해 '문재인 대통령 말씀""이라면서 이같이 전했다."	도쿠가와 히데타다	0	8	문재인	40	42	5
wikitree-57901-3-0-2-4-7-rdname	유시민 교통과장은 “상반기에는 시민 여러분의 적극적인 협조로 주차장 부지를 확보했다”며 “하반기에는 신규 공영주차장을 설치하여 시민들이 편하게 이용할 수 있도록 노력하겠다”라고 말했다.	유시민	0	2	교통과장	4	7	2
wikitree-24234-0-0-7-42-44-rdname	홍무제 감독 연출, 레오나르도 디카프리오 주연의 SF 블록버스터 '인셉션'이 개봉 10주년을 맞아 1월 29일 재개봉을 확정했다.	홍무제	0	2	인셉션	37	39	22
wikipedia-4303-2-14-19-8-10-rdname	허블의 명칭은 천문학자인 은비의 이름에서 본뜬 것으로, 콤프턴 감마선 관찰위성, 찬드라 엑스선 관찰위성, 스피처우주망원경과 함께 NASA의 거대관찰위성 Great Observatories의 일원이다.	은비	14	15	천문학	8	10	2
wikitree-22815-2-18-20-37-40-rdname	권일용 씨는 2000년대 초반, 조규철·정남규·강호순으로 이어지던 연쇄살인이 최근 10년 간 없어진 이유를 주목했다.	조규철	18	20	연쇄살인	37	40	36
wikipedia-20244-4-35-39-28-31-rdname	"호메로스의 일리아스에서 ""헬라스""(Eλλάς)와 ""헬레네스""는 성종가 이끄는 테살리아 프티아의 부족 이름으로 나온다."	성종	35	36	헬레네스	28	31	4
wikitree-48261-0-11-13-0-6-rdname	인천영종소방서(서장 개로왕)은 비상구 확보에 대한 경각심과 안전의식 제고를 위해 ‘비상구 폐쇄 등 불법행위 신고 포상제’를 연중 운영한다고 4일 밝혔다.	개로왕	11	13	인천영종소방서	0	6	4
wikipedia-14890-3-62-73-12-14-rdname	제임스 2세의 아들인 제임스 프랜시스 에드워드 스튜어트(제임스 3세&8세, '늙은 왕위 요구자')와 그의 손자 김재원(찰스 3세, '젊은 왕위 요구자', '보니 프린스 찰리')는 자신들의 주장을 뒷받침하는 반란과 침략에 적극적으로 참여했다.	김재원	62	64	제임스	12	14	11
